Crop_Type,Soil_Type,Region,Season,Irrigation,Fertilizer,Rainfall,Temperature,Humidity,Nitrogen,Yield
Wheat,Loamy,East,Zaid,Drip,Organic,92,20.3,77.8,50,4.63
Sugarcane,Silty,South,Kharif,Drip,Organic,182.8,29.8,80.3,51,6.82
Maize,Silty,West,Rabi,Flood,Chemical,120.5,26,67.2,112,5.85
Maize,Clay,East,Rabi,Sprinkler,Organic,137.7,34.4,66.6,89,5.9
Wheat,Sandy,South,Rabi,Flood,Chemical,112,31.3,87.1,58,5.69
Cotton,,South,Zaid,Sprinkler,Chemical,67.3,22.8,67.8,103,5.67
Wheat,Loamy,North,Zaid,,Organic,162.8,18.9,68.9,53,5.68
Rice,Sandy,West,Zaid,Sprinkler,Chemical,54,24,73.8,101,4.48
Cotton,Sandy,West,Kharif,Sprinkler,Chemical,110.6,22.1,66.8,110,5.58
Wheat,Silty,South,Zaid,Flood,Mixed,128.1,34.3,58.2,79,6.19
Maize,Silty,East,Kharif,Sprinkler,Organic,138.1,27,72.5,92,6.99
Maize,Clay,East,Kharif,Drip,Mixed,104.6,30.7,67.5,98,4.94
Wheat,Silty,East,Rabi,Sprinkler,Chemical,65.7,25.9,90.1,110,4.56
Rice,Sandy,North,Kharif,Sprinkler,Mixed,102,26.3,77.5,86,4.51
Rice,Sandy,West,Kharif,Sprinkler,Organic,103.8,26.9,60.9,63,5.48
Cotton,Sandy,West,Rabi,Flood,Organic,102.9,31.4,76.7,56,3.79
Sugarcane,Silty,West,Kharif,Flood,Chemical,164,28.2,71.7,68,6.44
Sugarcane,Sandy,West,Zaid,Sprinkler,Chemical,87.5,22.8,83.7,44,4.5
Wheat,Loamy,West,Kharif,Drip,Chemical,140.5,33.5,61.7,95,5.38
Wheat,Loamy,East,Kharif,Sprinkler,Organic,135.5,25.8,,69,6.63
Wheat,Clay,North,Rabi,Flood,Chemical,163.6,25.2,66.8,96,5.15
Maize,,South,Rabi,Drip,Mixed,125.3,15.7,68.7,44,5.75
Wheat,Sandy,North,Rabi,Flood,Mixed,157.7,29.5,57.4,65,5.85
Rice,Clay,North,Rabi,Sprinkler,Organic,124,27.4,74.9,71,3.61
Sugarcane,Sandy,West,Zaid,Flood,Chemical,145.2,27.4,73,47,6.38
Sugarcane,Silty,West,Zaid,,Chemical,77.4,25.4,,106,6.01
Sugarcane,Clay,East,Kharif,Flood,Chemical,37.7,,67.9,87,3.89
Rice,Clay,East,Kharif,Flood,Mixed,143.2,25.5,63.1,107,5.47
Cotton,Sandy,North,Kharif,Drip,Chemical,145.1,28.9,77.5,104,4.94
Cotton,Clay,North,Kharif,Sprinkler,Mixed,146.6,29.6,58.5,42,6.89
Wheat,Silty,West,Kharif,Drip,Mixed,111.6,26.1,81,109,5.09
Maize,Silty,South,Kharif,Drip,Organic,182.1,30.8,81,45,4.51
Maize,Sandy,East,Zaid,Drip,Mixed,113.9,26.7,83.1,109,6.09
Rice,Clay,South,Kharif,Flood,Organic,144.7,25,72.5,93,4.66
Cotton,Sandy,North,Kharif,Sprinkler,Chemical,150.8,27.8,62.2,105,5.55
Cotton,Loamy,West,Kharif,Flood,Chemical,190.2,21.6,69.3,79,7.07
Maize,Clay,West,Rabi,Drip,Chemical,118.9,27.9,72.6,52,5.17
Cotton,Loamy,East,Rabi,Drip,Chemical,107.1,20.8,61.3,51,4.13
Cotton,Loamy,South,Rabi,Flood,Organic,,22.9,84,49,4.04
Maize,Loamy,East,Kharif,Flood,Organic,184.3,18.9,75,104,6.25
Rice,Sandy,West,Zaid,Flood,Mixed,144.7,,57.3,82,5.74
Cotton,Loamy,East,Zaid,Drip,Mixed,145.9,33.4,90.6,57,4.53
Cotton,Sandy,South,Zaid,Sprinkler,Mixed,239.1,26.5,69.2,49,6.09
Sugarcane,Clay,South,Rabi,Drip,Chemical,141.4,29.6,54.9,,4.47
Wheat,Clay,East,Zaid,Flood,Mixed,84.4,36.4,58,60,3.6
Maize,Silty,South,Zaid,Drip,Chemical,123.1,,85.9,99,6.61
Sugarcane,Sandy,East,Kharif,Flood,Organic,95.9,23.9,,111,6.18
Maize,Sandy,North,Rabi,Drip,Organic,,24.5,,88,4.68
Sugarcane,Sandy,North,Kharif,Drip,Organic,115.9,,,119,5.16
Wheat,Loamy,West,Zaid,Flood,Chemical,109.5,24.5,82.6,71,4.86
Wheat,Loamy,South,Zaid,Sprinkler,Mixed,81.2,24.8,74.7,66,6.2
Cotton,Sandy,South,Kharif,Sprinkler,Organic,185.7,30.9,71.9,95,5.75
Rice,Silty,East,Kharif,Sprinkler,Chemical,140.5,31.1,74.5,50,4.86
Maize,Loamy,South,Kharif,Drip,Organic,122.1,20.4,76.8,112,5.94
Maize,Loamy,West,Rabi,,Chemical,156.5,23.7,59.1,102,6.2
Maize,Silty,North,Kharif,Sprinkler,Chemical,146.5,25.1,76.8,42,4.61
Sugarcane,Silty,West,Rabi,Drip,Organic,139.6,29.4,85.5,54,6.03
Wheat,Loamy,North,Zaid,Sprinkler,Chemical,154,31.6,65.5,90,6.34
Cotton,Clay,South,Zaid,Drip,Organic,,37.8,64.2,99,6.35
Sugarcane,Sandy,East,Kharif,Drip,Mixed,153.5,25.1,73.7,57,5.86
Cotton,Loamy,West,Kharif,Sprinkler,Mixed,156.4,25.3,60.2,,6.99
Rice,,North,Zaid,Drip,Mixed,,29.4,52.2,77,6.77
Wheat,Clay,East,Kharif,Drip,Mixed,122.3,24.3,81.8,94,6.7
Cotton,Sandy,North,Zaid,Sprinkler,Organic,183.6,26.4,62.6,73,8.06
Maize,Clay,North,Kharif,,Mixed,113.3,25.3,68.2,76,6.14
Wheat,Clay,West,Rabi,Drip,Organic,143.7,16.5,60.7,71,4.72
Rice,Clay,East,Rabi,,Mixed,144.5,27.5,83.3,52,5.87
Sugarcane,Silty,South,Rabi,Flood,Mixed,108.7,26.3,78.2,55,5.28
Rice,Loamy,East,Kharif,Drip,Mixed,101.7,32.1,65.1,53,5.97
Wheat,Loamy,South,Kharif,Drip,Mixed,117.6,27,53.8,104,5.07
Cotton,Loamy,South,Kharif,Sprinkler,Mixed,112.8,22,63.8,73,5.45
Wheat,Silty,South,Rabi,Flood,Mixed,79,26,74.8,70,4.01
Sugarcane,Silty,South,Zaid,Drip,Organic,107.2,18.6,70.3,108,5.93
Sugarcane,Sandy,West,Kharif,Flood,Organic,139.3,22.2,69.3,110,5.97
Sugarcane,Loamy,South,Zaid,Drip,Mixed,174.3,29.5,70.5,58,6.08
Sugarcane,,South,Kharif,Drip,Organic,149.4,26,77.1,68,4.44
Rice,Clay,East,Kharif,Flood,Chemical,39,30.7,67.5,,4.55
Rice,,West,Kharif,Drip,Organic,152.4,19.1,73.4,107,6.35
Rice,Clay,South,Rabi,Drip,Chemical,110.5,26,56.2,93,5.61
Maize,Silty,West,Rabi,Flood,Mixed,145.9,25.1,98.6,83,7.35
Sugarcane,,South,Kharif,Sprinkler,Mixed,129.5,30.8,64.6,58,4.68
Cotton,Loamy,East,Zaid,,Chemical,123.3,29.7,70.4,70,5.44
Cotton,Sandy,West,Rabi,Flood,Chemical,126.4,29.6,74.8,42,4.74
Sugarcane,Clay,South,Kharif,Sprinkler,Chemical,129.2,33.2,63.1,96,5.83
Cotton,Clay,North,Zaid,Sprinkler,Chemical,177.1,25.5,68.1,113,8.65
Rice,Clay,East,Zaid,Drip,Chemical,129.3,32.3,67.9,102,5.87
Maize,Sandy,North,Kharif,Sprinkler,Mixed,168,22.8,57,64,5.22
Maize,,South,Rabi,Drip,Organic,162.9,22.7,73.3,78,7.37
Wheat,Sandy,West,Rabi,Flood,Chemical,153.3,30,48.2,116,6.28
Cotton,Sandy,South,Kharif,Sprinkler,Chemical,67.5,21,89,74,3.03
Cotton,Silty,East,Zaid,Drip,Chemical,169.1,29.3,77.5,107,6.01
Cotton,Silty,East,Rabi,,Organic,114,27.4,75.7,86,4.42
Maize,Loamy,North,Zaid,Drip,Organic,155.1,31.3,,79,4.34
Cotton,Silty,South,Zaid,Drip,Chemical,96,26.8,58.5,86,4.86
Sugarcane,Loamy,East,Rabi,Flood,Mixed,88.5,27.2,84.7,57,4.41
Maize,Sandy,North,Kharif,,Mixed,199.2,29,117.8,74,7.35
Maize,Clay,South,Rabi,,Mixed,,24.3,82.3,64,5.15
Wheat,Sandy,South,Zaid,Sprinkler,Mixed,170.1,24.2,80.4,100,6.93
Cotton,Sandy,West,Kharif,Flood,Chemical,134.1,28.9,74.3,88,5
Sugarcane,Silty,North,Rabi,Drip,Organic,115.3,26.9,57.8,,5.85
Cotton,Clay,West,Rabi,Sprinkler,Chemical,128.4,25.4,79.9,105,7.09
Sugarcane,Silty,South,Kharif,Drip,Mixed,84.5,26.7,54.8,76,5.09
Sugarcane,Clay,East,Rabi,Sprinkler,Chemical,129.5,33.4,53.5,116,6.41
Cotton,Loamy,East,Rabi,Drip,Mixed,92.1,25.2,52.7,88,4.08
Maize,Clay,South,Rabi,Drip,Organic,116.2,25.1,79.7,110,6.73
Wheat,Sandy,West,Kharif,Sprinkler,Organic,162.4,20.2,67.3,118,8.02
Wheat,Sandy,North,Zaid,Flood,Organic,138.9,26.8,69.2,66,5.66
Rice,Silty,North,Kharif,Sprinkler,Organic,78.1,29.6,67.8,60,3.82
Maize,Loamy,West,Rabi,Sprinkler,Chemical,159.8,,,106,6.29
Cotton,Clay,East,Kharif,Sprinkler,Chemical,,27.4,60,58,4.76
Maize,Silty,West,Zaid,,Chemical,111,30.8,60.6,100,5.26
Wheat,Clay,South,Rabi,Drip,Organic,,29.9,51.1,54,5.85
Rice,,North,Rabi,Sprinkler,Chemical,,31.5,61.9,109,6.13
Sugarcane,Silty,North,Rabi,Flood,Organic,89.2,30.9,55,95,5.92
Sugarcane,Clay,South,Zaid,Drip,Chemical,194.7,33.3,74.9,81,6.65
Rice,Silty,North,Rabi,Sprinkler,Organic,129.4,26.3,75.9,75,4.73
Sugarcane,Silty,West,Kharif,Flood,Organic,127.2,21.7,52.5,90,5.15
Cotton,Silty,North,Zaid,Sprinkler,Organic,115.8,29.7,64.4,71,4.63
Sugarcane,Sandy,West,Kharif,Drip,Organic,171.3,30.1,90.3,71,5.75
Sugarcane,,North,Kharif,Sprinkler,Chemical,111.6,33.3,56.2,56,6.04
Cotton,Silty,North,Rabi,Flood,Chemical,75.9,32.1,73.1,52,5.59
Rice,,South,Rabi,Drip,Chemical,106.2,34.8,69.3,111,6.25
Cotton,Loamy,North,Rabi,Sprinkler,Chemical,176.4,29.5,81.1,99,6.65
Rice,Clay,South,Zaid,Flood,Organic,159.1,27.9,71.5,75,4.77
Rice,Sandy,South,Rabi,Drip,Organic,121.1,21.5,62.8,106,5.95
Cotton,Sandy,East,Rabi,,Mixed,178.1,28.2,68.8,88,5.76
Maize,Loamy,East,Zaid,Flood,Mixed,156.2,24.8,69,,7.32
Maize,Sandy,North,Kharif,Sprinkler,Organic,120.7,27.8,66.9,49,3.48
Rice,Loamy,North,Kharif,Sprinkler,Organic,124.2,27.2,52.2,83,5.82
Maize,Sandy,North,Zaid,Drip,Organic,141.5,28.9,82.9,48,4.33
Wheat,Sandy,North,Kharif,Flood,Organic,100.9,26.6,80.8,94,5.37
Cotton,Sandy,North,Zaid,Sprinkler,Organic,130.2,30.7,55.5,45,5.27
Maize,Clay,South,Kharif,Flood,Chemical,,16.1,64.4,81,6.22
Sugarcane,Clay,East,Zaid,Sprinkler,Mixed,71,27.8,65.3,69,4.37
Maize,Sandy,South,Zaid,Sprinkler,Mixed,123.4,31.8,54.1,50,5.32
Maize,Sandy,South,Kharif,Sprinkler,Mixed,,34.5,45.6,77,4.58
Wheat,,South,Rabi,Flood,Chemical,166,29.9,60,56,5.72
Wheat,Clay,East,Zaid,Flood,Chemical,65.4,33.7,63.7,59,4.76
Rice,Clay,South,Rabi,Drip,Chemical,116.6,27.7,50.7,111,6.21
Rice,Clay,North,Rabi,Flood,Organic,113.1,27,70.1,67,4.61
Rice,Sandy,South,Kharif,Flood,Chemical,163.6,29.1,82,72,5.61
Rice,Loamy,North,Zaid,Drip,Organic,128.5,,78.1,40,5.54
Cotton,Clay,South,Rabi,Drip,Chemical,192.9,23.9,66.5,64,5.21
Wheat,Loamy,West,Zaid,Flood,Organic,153.2,24.9,45.9,68,4.84
Rice,Sandy,South,Zaid,Flood,Mixed,115.6,22.6,76.6,97,6.02
Wheat,Silty,North,Zaid,Sprinkler,Mixed,138.4,29.1,69.8,49,4.64
Rice,Silty,East,Kharif,Sprinkler,Mixed,117.6,27,73.1,114,4.88
Cotton,Clay,North,Rabi,Flood,Organic,160.1,25.6,91.2,50,6.44
Wheat,Loamy,North,Kharif,Drip,Organic,83.4,24.7,58.1,92,4.14
Rice,Loamy,North,Rabi,Drip,Mixed,101.2,29,33.5,40,4.1
Wheat,Loamy,West,Zaid,Flood,Mixed,145.9,30.1,55.4,105,5.7
Sugarcane,Silty,West,Kharif,Drip,Chemical,172.9,22.5,,95,6.12
Cotton,Silty,East,Kharif,Sprinkler,Organic,52.9,21.8,68.3,107,4.07
Rice,Sandy,East,Kharif,Sprinkler,Chemical,178.1,30.8,53.4,114,7.41
Wheat,Loamy,East,Zaid,Sprinkler,Chemical,125.1,21.5,,106,5.92
Wheat,Loamy,East,Kharif,Drip,Mixed,64.1,29.2,,,5.46
Maize,Silty,East,Zaid,Flood,Chemical,24.9,33.5,53,107,3.83
Cotton,Clay,West,Zaid,Flood,Organic,76.5,33.5,74.2,47,5.6
Maize,Loamy,East,Zaid,Drip,Mixed,129.3,30,,91,4.15
Sugarcane,Loamy,North,Kharif,,Mixed,127.7,29.8,60.5,119,4.94
Rice,Clay,South,Zaid,Drip,Organic,152.2,36,58.9,70,6.82
Rice,Sandy,West,Rabi,Drip,Organic,110.8,17.7,71.2,118,6.12
Maize,Silty,South,Rabi,Flood,Organic,91.2,25.1,68.5,80,5.18
Rice,Clay,North,Kharif,Sprinkler,Mixed,115.5,30.4,70.4,77,5.52
Sugarcane,Sandy,West,Zaid,Sprinkler,Chemical,131.2,25.7,,64,5.67
Wheat,Loamy,East,Rabi,Flood,Chemical,138.1,32,67.1,48,5.12
Maize,Loamy,East,Kharif,Flood,Mixed,102.4,26.8,55.6,110,4.96
Maize,Loamy,South,Rabi,,Organic,161.6,27.5,59.2,97,7
Wheat,Silty,North,Kharif,Flood,Organic,108.3,25.9,63.3,72,5.56
Maize,Sandy,South,Rabi,Sprinkler,Mixed,,,92.8,116,6.89
Maize,Silty,South,Zaid,Sprinkler,Chemical,111,24.8,51.8,54,6.09
Rice,Loamy,West,Zaid,Drip,Organic,167.6,28.1,63,,6.79
Wheat,Loamy,South,Zaid,Flood,Mixed,125.4,23.9,69.2,76,4.33
Wheat,Silty,North,Zaid,Drip,Organic,105.7,30.8,64.4,89,6.67
Wheat,Loamy,South,Rabi,Flood,Mixed,162.4,29.6,80.9,42,4.38
Maize,Loamy,West,Kharif,Flood,Mixed,205,31.4,64.3,,6.97
Wheat,Sandy,South,Rabi,,Mixed,137.3,22.5,65.2,94,5.6
Sugarcane,Sandy,South,Kharif,Flood,Chemical,173.2,20.2,77.8,118,6.41
Rice,Loamy,East,Kharif,Flood,Organic,166.3,27,89.7,67,6.45
Cotton,Clay,East,Zaid,Sprinkler,Mixed,108.8,38.6,84.9,,4.38
Cotton,Sandy,South,Rabi,Sprinkler,Chemical,130.9,32.1,66.4,,5.1
Maize,Clay,West,Zaid,Flood,Chemical,85.1,24.8,67.4,51,3.58
Sugarcane,Clay,East,Kharif,Sprinkler,Organic,122.8,28.7,68.6,63,4.91
Wheat,Loamy,North,Zaid,Drip,Chemical,108.1,,69.8,106,5.04
Rice,Clay,South,Kharif,Drip,Chemical,115.9,21.5,57.8,55,4.51
Rice,Silty,West,Kharif,Flood,Organic,103.8,32.5,79.2,51,4.32
Wheat,Sandy,South,Zaid,Sprinkler,Mixed,120,26.3,70.5,42,6.09
Rice,Silty,East,Zaid,Drip,Organic,148.6,26.6,67.5,70,5.41
Rice,Loamy,East,Rabi,Flood,Mixed,125.8,,52.7,88,3.94
Cotton,Loamy,East,Kharif,Drip,Mixed,64.7,31.6,,,5.19
Rice,Sandy,West,Rabi,Drip,Chemical,103.9,24,45.3,79,5.41
Sugarcane,Loamy,North,Kharif,Sprinkler,Organic,76.8,20.2,61,59,4.02
Cotton,Sandy,East,Zaid,Drip,Chemical,138.5,28.3,61.2,104,5.77
Sugarcane,Silty,East,Zaid,,Chemical,147.6,18.8,,42,4.05
Wheat,Clay,North,Rabi,Flood,Chemical,139,25.8,90.6,56,6.72
Sugarcane,Sandy,East,Kharif,Flood,Organic,102.4,31.7,74.9,85,5.14
Cotton,Sandy,North,Kharif,Flood,Chemical,,29.3,85.4,107,4.76
Sugarcane,Loamy,South,Kharif,Drip,Organic,113.5,31.2,75.7,72,5.28
Rice,Silty,South,Rabi,Drip,Chemical,90.2,29.5,81.5,45,5.14
Sugarcane,Loamy,North,Rabi,Flood,Chemical,156,36.6,90.3,84,5.86
Maize,Silty,West,Kharif,Sprinkler,Chemical,158.6,24.6,59.2,,4.81
Wheat,,North,Kharif,Flood,Mixed,163.2,28.6,58.4,64,4.89
Maize,Loamy,South,Zaid,Drip,Mixed,108.7,25.2,76,113,5.1
Wheat,Sandy,West,Kharif,Flood,Mixed,171.3,30.8,68,115,7.97
Sugarcane,Loamy,West,Kharif,Sprinkler,Mixed,112.7,26.8,70.6,60,4.83
Rice,Sandy,North,Kharif,Flood,Mixed,152.9,,65,87,4.48
Rice,Silty,South,Zaid,Drip,Organic,112.1,24.9,60.8,83,5.59
Maize,Silty,East,Kharif,Sprinkler,Organic,122.2,32.6,,116,6.1
Maize,Silty,West,Kharif,,Chemical,45.3,29.4,54.8,115,4.55
Wheat,Clay,West,Rabi,Sprinkler,Chemical,119.4,26.9,76.2,,4.33
Sugarcane,Sandy,East,Zaid,Sprinkler,Mixed,133.2,29.2,74.3,42,3.92
Sugarcane,Clay,North,Zaid,Drip,Organic,115.6,28,49.1,40,5.37
Cotton,Silty,West,Rabi,Flood,Organic,191.5,28.4,,40,5.83
Cotton,Clay,North,Kharif,Drip,Mixed,89.3,26.2,,102,5.74
Maize,Silty,North,Rabi,Sprinkler,Mixed,110.3,24.2,74.8,99,5.75
Maize,Clay,East,Zaid,Flood,Organic,98.3,25.7,63.6,,5.82
Maize,Sandy,East,Rabi,Sprinkler,Organic,110.3,20.3,67,,4.1
Wheat,Loamy,North,Rabi,Sprinkler,Chemical,166.1,30.4,50.5,44,5.1
Wheat,Sandy,North,Rabi,Drip,Chemical,181.7,22.1,95.9,53,6.57
Rice,Loamy,East,Kharif,Sprinkler,Organic,105.5,26.1,68.9,90,6.49
Maize,Loamy,South,Rabi,Flood,Chemical,104.7,29.6,74,40,3.31
Wheat,Clay,East,Kharif,Drip,Mixed,89.5,30.4,61.5,92,4.91
Wheat,Clay,South,Zaid,Sprinkler,Mixed,175.7,19.9,60.2,111,7.31
Sugarcane,Sandy,East,Zaid,Sprinkler,Mixed,169.2,,,51,7.05
Rice,Clay,South,Rabi,Drip,Chemical,126.3,28.8,45,99,7.25
Maize,Loamy,South,Rabi,,Mixed,81.1,27.2,71.3,,4.25
Maize,Clay,South,Rabi,Sprinkler,Organic,84.3,32.4,,115,6.42
Cotton,Clay,East,Zaid,Drip,Organic,136,23.7,63.1,59,5.17
Cotton,Sandy,East,Kharif,Sprinkler,Organic,149.2,18.8,60.3,,5.99
Rice,Sandy,East,Kharif,Flood,Mixed,57.7,30.2,56.2,41,4.22
Sugarcane,Loamy,East,Zaid,Flood,Chemical,118.8,24.9,68.4,96,4.63
Rice,Sandy,North,Kharif,Sprinkler,Organic,186.6,20,37.2,,7.21
Sugarcane,Sandy,West,Rabi,Sprinkler,Mixed,122.4,26.4,64.2,41,5.44
Maize,Silty,East,Kharif,Flood,Organic,182.1,31.9,66.9,79,6.15
Wheat,Sandy,East,Zaid,Drip,Chemical,152.7,21.9,51.7,97,5.88
Cotton,Silty,West,Rabi,Drip,Organic,92.1,36.3,86.2,102,3.89
Wheat,Loamy,West,Kharif,Sprinkler,Organic,119.8,23.6,60.9,114,6.52
Cotton,Sandy,East,Kharif,Sprinkler,Organic,125.5,27.3,65.2,97,5.98
Wheat,Loamy,West,Rabi,Sprinkler,Organic,96.7,22.1,60.9,113,4.83
Rice,Loamy,South,Rabi,,Chemical,96.1,27.2,67,119,5.55
Cotton,Silty,East,Kharif,Flood,Organic,182.7,26.5,,114,7.13
Sugarcane,,South,Kharif,Sprinkler,Organic,95.8,21,97.7,75,4.31
Maize,Sandy,East,Rabi,Flood,Chemical,167.7,38.3,76.9,72,5.62
Wheat,Sandy,North,Kharif,Flood,Chemical,114.7,25,81.1,74,3.74
Rice,Sandy,West,Kharif,Flood,Chemical,129.1,25,88.6,116,7.28
Sugarcane,Loamy,North,Kharif,Sprinkler,Chemical,149.7,30.9,71,62,5.38
Cotton,Loamy,East,Zaid,Sprinkler,Mixed,,34.3,,100,4.54
Wheat,Loamy,North,Rabi,Drip,Mixed,149.9,31.5,,90,3.95
Rice,Silty,North,Kharif,Sprinkler,Organic,58.4,22.2,69.7,44,4.44
Rice,Loamy,West,Rabi,Flood,Mixed,145.4,27.9,72.2,78,6.16
Wheat,Sandy,West,Zaid,Sprinkler,Chemical,43.6,19.5,46.1,55,3.7
Sugarcane,Clay,North,Rabi,Drip,Chemical,122.1,30.6,71.5,98,6.37
Cotton,Loamy,North,Zaid,Drip,Mixed,159.9,20.5,49.5,75,6.39
Wheat,,West,Rabi,Sprinkler,Organic,151.8,23.8,48.5,68,5.7
Cotton,Loamy,West,Rabi,Sprinkler,Chemical,84.6,,70.3,45,3.97
Maize,Loamy,North,Kharif,Flood,Mixed,89.1,28.8,,50,3.95
Wheat,Loamy,East,Zaid,,Mixed,105.9,26,67.9,101,5.92
Maize,Silty,South,Rabi,Sprinkler,Organic,136.5,33.1,69.7,108,7.14
Wheat,Sandy,East,Rabi,,Chemical,58.9,29.9,70.2,63,3.97
Rice,Silty,South,Zaid,Flood,Organic,129.5,29.6,57.2,106,7.17
Sugarcane,Clay,North,Rabi,Drip,Organic,140.9,22.1,78.8,84,5.95
Cotton,Loamy,South,Rabi,,Organic,120.1,33.8,66.9,68,5.26
Wheat,Sandy,East,Zaid,Sprinkler,Chemical,,23.8,73.3,76,7.57
Sugarcane,Silty,West,Rabi,Flood,Mixed,,,53.6,95,7.08
Maize,Sandy,North,Zaid,Flood,Chemical,111,35.1,65.9,112,7
Sugarcane,Loamy,West,Zaid,Sprinkler,Chemical,62.2,29.1,81.2,79,3.81
Cotton,Clay,East,Zaid,Sprinkler,Mixed,134.7,31.1,79.6,67,6.99
Rice,Silty,West,Rabi,Flood,Chemical,96.6,14.7,58.4,100,5.01
Maize,Sandy,West,Rabi,Sprinkler,Mixed,109.8,26.2,61.5,82,5.08
Maize,Silty,North,Kharif,Drip,Chemical,146.8,31.4,56.1,71,3.76
Cotton,Sandy,North,Kharif,Drip,Organic,179.6,30.7,60.1,76,6.36
Rice,Loamy,West,Zaid,Flood,Chemical,128.7,22.1,51.2,82,4.56
Rice,Silty,North,Kharif,Sprinkler,Chemical,149.4,25.8,66.3,51,5.55
Rice,Silty,North,Zaid,Drip,Chemical,79.4,16.9,,44,2.84
Rice,Sandy,South,Zaid,Flood,Mixed,,28.7,58.6,93,7.33
Wheat,Silty,West,Zaid,Flood,Organic,127.9,19.5,66.9,53,5.19
Wheat,,West,Rabi,Sprinkler,Chemical,173,31.5,65.4,82,7.92
Sugarcane,Silty,East,Rabi,Drip,Chemical,111.1,31.7,80.7,102,4.75
Wheat,Loamy,North,Rabi,Flood,Organic,121.5,25.1,60.7,57,6.14
Sugarcane,Silty,South,Kharif,Drip,Chemical,167.1,29.1,61.1,70,4.4
Wheat,Loamy,East,Rabi,Sprinkler,Mixed,126.8,26.1,57.8,118,6.4
Cotton,Sandy,North,Zaid,Flood,Chemical,91.2,28,,42,3.67
Rice,Silty,East,Rabi,Sprinkler,Organic,219.3,22.4,74.4,100,6.79
Maize,Loamy,North,Zaid,,Organic,92.2,29.5,66.4,53,3.95
Rice,Loamy,South,Zaid,Drip,Chemical,127.7,20.4,68.7,112,5.23
Maize,Silty,North,Rabi,Sprinkler,Mixed,142.1,19.7,83.3,,4.34
Maize,Loamy,East,Rabi,Flood,Organic,139.4,26.5,84,40,4.52
Maize,Sandy,West,Kharif,Flood,Organic,123.4,26.2,48.2,97,5.86
Rice,Silty,North,Kharif,Drip,Mixed,123.5,28.1,75.8,51,5.77
Maize,Sandy,West,Rabi,Drip,Organic,121.8,24.4,70.7,69,5.37
Sugarcane,Clay,East,Kharif,Flood,Organic,90.9,34.5,62.5,80,5.67
Maize,Clay,West,Rabi,Drip,Organic,205.3,27.6,71.9,,5.86
Rice,Sandy,West,Rabi,Drip,Mixed,122.3,27.9,47.3,73,4.92
Wheat,Sandy,North,Zaid,Sprinkler,Chemical,150.9,27.8,85.6,108,6.97
Rice,,East,Zaid,Sprinkler,Organic,118.3,31,74.2,78,5.49
Wheat,Loamy,East,Rabi,Drip,Organic,117.6,29.3,57.6,67,4.35
Wheat,Sandy,North,Zaid,Drip,Mixed,114.1,28.8,61,66,5.72
Sugarcane,Sandy,South,Kharif,Drip,Mixed,,29.9,47.6,104,4.7
Wheat,Sandy,West,Kharif,Sprinkler,Organic,124.4,19.7,64.2,93,4.89
Maize,Loamy,East,Rabi,Drip,Organic,115.8,19.9,62.2,50,4.91
Sugarcane,Sandy,South,Kharif,Drip,Organic,171,,52.1,100,6.56
Sugarcane,Sandy,South,Kharif,Sprinkler,Mixed,,26.2,77.3,73,4.34
Wheat,Loamy,West,Kharif,Drip,Organic,,29.3,83.3,67,4.47
Wheat,Silty,South,Rabi,,Organic,98.6,27.1,67.7,47,3.56
Rice,Sandy,North,Rabi,Sprinkler,Chemical,180.5,29.3,64.3,119,6.7
Maize,Clay,East,Kharif,Drip,Chemical,99.6,22,73.2,44,5.1
Sugarcane,Sandy,West,Rabi,Sprinkler,Chemical,149.7,27,67.8,119,6.82
Rice,Sandy,North,Rabi,Sprinkler,Mixed,164,21.6,55,45,5.96
Wheat,Sandy,South,Kharif,Sprinkler,Organic,124.9,28.5,60.2,80,5.84
Rice,Clay,South,Zaid,Sprinkler,Chemical,81.8,19.5,64.4,,3.47
Sugarcane,Silty,North,Kharif,Flood,Chemical,82.3,28.4,71,79,3.45
Wheat,Silty,East,Rabi,Drip,Organic,160.1,21.1,68.1,106,5.6
Rice,Loamy,South,Zaid,Drip,Mixed,85.9,25.5,70.5,87,4.45
Wheat,Sandy,North,Kharif,Drip,Chemical,143.7,30.6,49.7,83,5.11
Wheat,Loamy,South,Zaid,Flood,Chemical,134,27.9,76,49,5.75
Sugarcane,Clay,West,Rabi,Flood,Mixed,143.2,20.4,68,115,7.03
Wheat,Silty,West,Kharif,Flood,Organic,146.5,24.3,98.6,70,7.29
Rice,Loamy,East,Rabi,Sprinkler,Mixed,97.3,21,63.3,83,4.33
Sugarcane,Clay,South,Kharif,Sprinkler,Mixed,95.9,20.2,71.9,111,6.73
Cotton,,West,Rabi,Sprinkler,Organic,155,27.5,102,90,7.38
Wheat,Sandy,North,Zaid,Drip,Mixed,108,29.2,70.3,98,5.33
Maize,Clay,East,Rabi,Sprinkler,Mixed,33.7,28.8,67.2,54,3.91
Sugarcane,Sandy,East,Kharif,Sprinkler,Chemical,152.7,29.4,56.2,,6.73
Maize,Silty,East,Rabi,,Chemical,,,,83,5.02
Maize,Sandy,North,Zaid,Flood,Mixed,146.3,25.9,54.1,54,5.13
Maize,Sandy,East,Kharif,Flood,Organic,178.7,22.7,73.1,70,5.45
Cotton,Loamy,East,Zaid,Drip,Organic,130.6,,62.3,106,4.14
